hint,coding_id,sample_id,coding_scheme,coding_result,
,D9,' 4-80-5 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 4-80-5 ',The citation request points to the software itself.,0,
,D11,' 4-80-5 ',The citation request points to a software publication.,0,
,D12,' 4-80-5 ',The citation request points to a domain science publication.,1,Clustal W paper is primarily a methods paper
,D13,' 4-80-5 ',The citation request points to a project.,0,
,D14,' 4-80-5 ',The citation request points to a non-software product other than the ones specified above.,0,
,D15,' 4-80-5 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 4-80-5 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 4-80-5 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 4-80-5 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 4-80-5 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 5-131-17 ',The extracted mention is a mention of software.,1,
,A2,' 5-131-17 ',"The mention is an ""instrument-like"" mention.",0,
Check `software_name`,A3,' 5-131-17 ',The name of the mentioned software is given in context.,1,
,A4,' 5-131-17 ',The extracted `software_name` is the name of the mentioned software.,1,
Check `version`,A5,' 5-131-17 ',The version/release date of the mentioned software is given in context.,1,
,A6,' 5-131-17 ',The extracted `version` is an existing version of the mentioned software.,1,
Check `publisher`,A7,' 5-131-17 ',The publisher/developer of the mentioned software is given in context.,0,
,A8,' 5-131-17 ',The extracted `publisher` is the publisher/creator of the mentioned software.,NA,
Check `URL`,A9,' 5-131-17 ',The URL of the mentioned software is given in context.,0,
,A10,' 5-131-17 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 5-131-17 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 5-131-17 ',The mentioned software is used according to the context.,1,But really not clear.
,A13,' 5-131-17 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 5-131-17 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 5-131-17 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 5-131-17 ',The reference is a software publication.,NA,
,B4,' 5-131-17 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 5-131-17 ',The reference is a domain science publication.,NA,
,B6,' 5-131-17 ',The reference is a software manual/user guide.,NA,
,B7,' 5-131-17 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 5-131-17 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 5-131-17 ',The reference string contains the name of the software.,NA,
,B10,' 5-131-17 ',The reference string contains version/release date of the software.,NA,
,B11,' 5-131-17 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 5-131-17 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 5-131-17 ',The software is an identifiable entity with the extracted information.,NA,
,C2,' 5-131-17 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,
,C3,' 5-131-17 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 5-131-17 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",0,
,C5,' 5-131-17 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,0,
Access to software,C6,' 5-131-17 ',There is no access to the software.,0,
,C7,' 5-131-17 ',There is only purchase access to the software.,0,
,C8,' 5-131-17 ',There is free access to the software.,1,
,C9,' 5-131-17 ',The source code of the software is accessible.,1,
,C10,' 5-131-17 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",1,
,C11,' 5-131-17 ',The software has an open souce license.,1,
Citation request,D1,' 5-131-17 ',The software citation matches its citation request.,0,"There is a request, but no citation extracted …"
,D2,' 5-131-17 ',The software has a publically accessible citation request in plain text style.,1,
,D3,' 5-131-17 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 5-131-17 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
,D5,' 5-131-17 ',The citation request is on project/software website.,1,a catalogue page
,D6,' 5-131-17 ',The software has a publically accessible CITATION file.,0,
,D7,' 5-131-17 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 5-131-17 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 5-131-17 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",1,Found one!
,D10,' 5-131-17 ',The citation request points to the software itself.,1,
,D11,' 5-131-17 ',The citation request points to a software publication.,0,
,D12,' 5-131-17 ',The citation request points to a domain science publication.,0,
,D13,' 5-131-17 ',The citation request points to a project.,0,
,D14,' 5-131-17 ',The citation request points to a non-software product other than the ones specified above.,0,
,D15,' 5-131-17 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 5-131-17 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 5-131-17 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",1,Going to call BioConductor one of these
,D18,' 5-131-17 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",1,
,D19,' 5-131-17 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",1,
Check `context`,A1,' 5-91-8 ',The extracted mention is a mention of software.,1,
,A2,' 5-91-8 ',"The mention is an ""instrument-like"" mention.",0,
Check `software_name`,A3,' 5-91-8 ',The name of the mentioned software is given in context.,1,
,A4,' 5-91-8 ',The extracted `software_name` is the name of the mentioned software.,1,
Check `version`,A5,' 5-91-8 ',The version/release date of the mentioned software is given in context.,1,
,A6,' 5-91-8 ',The extracted `version` is an existing version of the mentioned software.,NA,"hard to tell, current version is 6.1 so probably?"
Check `publisher`,A7,' 5-91-8 ',The publisher/developer of the mentioned software is given in context.,0,
,A8,' 5-91-8 ',The extracted `publisher` is the publisher/creator of the mentioned software.,NA,
Check `URL`,A9,' 5-91-8 ',The URL of the mentioned software is given in context.,0,
,A10,' 5-91-8 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 5-91-8 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 5-91-8 ',The mentioned software is used according to the context.,NA,not enough context
,A13,' 5-91-8 ',The mentioned software is not used according to the context.,NA,
Check `tei`,B1,' 5-91-8 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 5-91-8 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 5-91-8 ',The reference is a software publication.,NA,
,B4,' 5-91-8 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 5-91-8 ',The reference is a domain science publication.,NA,
,B6,' 5-91-8 ',The reference is a software manual/user guide.,NA,
,B7,' 5-91-8 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 5-91-8 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 5-91-8 ',The reference string contains the name of the software.,NA,
,B10,' 5-91-8 ',The reference string contains version/release date of the software.,NA,
,B11,' 5-91-8 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 5-91-8 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 5-91-8 ',The software is an identifiable entity with the extracted information.,1,
,C2,' 5-91-8 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,
,C3,' 5-91-8 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 5-91-8 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",0,
,C5,' 5-91-8 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,0,
Access to software,C6,' 5-91-8 ',There is no access to the software.,0,
,C7,' 5-91-8 ',There is only purchase access to the software.,0,
,C8,' 5-91-8 ',There is free access to the software.,1,
,C9,' 5-91-8 ',The source code of the software is accessible.,0,
,C10,' 5-91-8 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",0,
,C11,' 5-91-8 ',The software has an open souce license.,0,
Citation request,D1,' 5-91-8 ',The software citation matches its citation request.,0,Request asks for publisher name
,D2,' 5-91-8 ',The software has a publically accessible citation request in plain text style.,1,https://support.10xgenomics.com/docs/citations
,D3,' 5-91-8 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 5-91-8 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
,D5,' 5-91-8 ',The citation request is on project/software website.,1,
,D6,' 5-91-8 ',The software has a publically accessible CITATION file.,0,
,D7,' 5-91-8 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 5-91-8 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 5-91-8 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 5-91-8 ',The citation request points to the software itself.,1,
,D11,' 5-91-8 ',The citation request points to a software publication.,0,
,D12,' 5-91-8 ',The citation request points to a domain science publication.,0,
,D13,' 5-91-8 ',The citation request points to a project.,0,
,D14,' 5-91-8 ',The citation request points to a non-software product other than the ones specified above.,,
,D15,' 5-91-8 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 5-91-8 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 5-91-8 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 5-91-8 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 5-91-8 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 6-1854-0 ',The extracted mention is a mention of software.,1,
,A2,' 6-1854-0 ',"The mention is an ""instrument-like"" mention.",0,
Check `software_name`,A3,' 6-1854-0 ',The name of the mentioned software is given in context.,1,
,A4,' 6-1854-0 ',The extracted `software_name` is the name of the mentioned software.,1,
Check `version`,A5,' 6-1854-0 ',The version/release date of the mentioned software is given in context.,1,
,A6,' 6-1854-0 ',The extracted `version` is an existing version of the mentioned software.,1,
Check `publisher`,A7,' 6-1854-0 ',The publisher/developer of the mentioned software is given in context.,1,Graphpad
,A8,' 6-1854-0 ',The extracted `publisher` is the publisher/creator of the mentioned software.,0,
Check `URL`,A9,' 6-1854-0 ',The URL of the mentioned software is given in context.,0,
,A10,' 6-1854-0 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 6-1854-0 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 6-1854-0 ',The mentioned software is used according to the context.,1,
,A13,' 6-1854-0 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 6-1854-0 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 6-1854-0 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 6-1854-0 ',The reference is a software publication.,NA,
,B4,' 6-1854-0 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 6-1854-0 ',The reference is a domain science publication.,NA,
,B6,' 6-1854-0 ',The reference is a software manual/user guide.,NA,
,B7,' 6-1854-0 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 6-1854-0 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 6-1854-0 ',The reference string contains the name of the software.,NA,
,B10,' 6-1854-0 ',The reference string contains version/release date of the software.,NA,
,B11,' 6-1854-0 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 6-1854-0 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 6-1854-0 ',The software is an identifiable entity with the extracted information.,1,
,C2,' 6-1854-0 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,
,C3,' 6-1854-0 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 6-1854-0 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",0,
,C5,' 6-1854-0 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,0,
Access to software,C6,' 6-1854-0 ',There is no access to the software.,1,
,C7,' 6-1854-0 ',There is only purchase access to the software.,0,
,C8,' 6-1854-0 ',There is free access to the software.,0,
,C9,' 6-1854-0 ',The source code of the software is accessible.,0,
,C10,' 6-1854-0 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",0,
,C11,' 6-1854-0 ',The software has an open souce license.,0,
Citation request,D1,' 6-1854-0 ',The software citation matches its citation request.,0,
,D2,' 6-1854-0 ',The software has a publically accessible citation request in plain text style.,1,https://www.graphpad.com/guides/prism/latest/user-guide/citing_graphpad_prism.htm
,D3,' 6-1854-0 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 6-1854-0 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
,D5,' 6-1854-0 ',The citation request is on project/software website.,1,it's a like instrument that includes the publisher
,D6,' 6-1854-0 ',The software has a publically accessible CITATION file.,0,
,D7,' 6-1854-0 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 6-1854-0 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 6-1854-0 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 6-1854-0 ',The citation request points to the software itself.,1,
,D11,' 6-1854-0 ',The citation request points to a software publication.,0,
,D12,' 6-1854-0 ',The citation request points to a domain science publication.,0,
,D13,' 6-1854-0 ',The citation request points to a project.,0,
,D14,' 6-1854-0 ',The citation request points to a non-software product other than the ones specified above.,0,
,D15,' 6-1854-0 ',OPTIONAL please specify the type of the requested citation object:,NA,
,D16,' 6-1854-0 ',OPTIONAL please copy and paste the link to the citation request:,NA,
,D17,' 6-1854-0 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 6-1854-0 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 6-1854-0 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 6-2595-0 ',The extracted mention is a mention of software.,1,
,A2,' 6-2595-0 ',"The mention is an ""instrument-like"" mention.",0,
Check `software_name`,A3,' 6-2595-0 ',The name of the mentioned software is given in context.,0,
,A4,' 6-2595-0 ',The extracted `software_name` is the name of the mentioned software.,0,
Check `version`,A5,' 6-2595-0 ',The version/release date of the mentioned software is given in context.,0,
,A6,' 6-2595-0 ',The extracted `version` is an existing version of the mentioned software.,NA,
Check `publisher`,A7,' 6-2595-0 ',The publisher/developer of the mentioned software is given in context.,0,
,A8,' 6-2595-0 ',The extracted `publisher` is the publisher/creator of the mentioned software.,NA,
Check `URL`,A9,' 6-2595-0 ',The URL of the mentioned software is given in context.,0,
,A10,' 6-2595-0 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 6-2595-0 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 6-2595-0 ',The mentioned software is used according to the context.,1,
,A13,' 6-2595-0 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 6-2595-0 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 6-2595-0 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 6-2595-0 ',The reference is a software publication.,NA,
,B4,' 6-2595-0 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 6-2595-0 ',The reference is a domain science publication.,NA,
,B6,' 6-2595-0 ',The reference is a software manual/user guide.,NA,
,B7,' 6-2595-0 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 6-2595-0 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 6-2595-0 ',The reference string contains the name of the software.,NA,
,B10,' 6-2595-0 ',The reference string contains version/release date of the software.,NA,
,B11,' 6-2595-0 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 6-2595-0 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 6-2595-0 ',The software is an identifiable entity with the extracted information.,NA,
,C2,' 6-2595-0 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",0,
,C3,' 6-2595-0 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 6-2595-0 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",0,
,C5,' 6-2595-0 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,0,
Access to software,C6,' 6-2595-0 ',There is no access to the software.,1,
,C7,' 6-2595-0 ',There is only purchase access to the software.,NA,
,C8,' 6-2595-0 ',There is free access to the software.,NA,
,C9,' 6-2595-0 ',The source code of the software is accessible.,NA,
,C10,' 6-2595-0 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",NA,
,C11,' 6-2595-0 ',The software has an open souce license.,NA,
Citation request,D1,' 6-2595-0 ',The software citation matches its citation request.,NA,
,D2,' 6-2595-0 ',The software has a publically accessible citation request in plain text style.,NA,
,D3,' 6-2595-0 ',The software has a publically accessible citation request in BibTex format.,NA,
,D4,' 6-2595-0 ',"The citation request is in a working repository README. (e.g., GitHub)",NA,
,D5,' 6-2595-0 ',The citation request is on project/software website.,NA,
,D6,' 6-2595-0 ',The software has a publically accessible CITATION file.,NA,
,D7,' 6-2595-0 ',The software has a publically accessible CITATION.cff.,NA,
,D8,' 6-2595-0 ',The software has a publically accessible CodeMeta file.,NA,
,D9,' 6-2595-0 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",NA,
,D10,' 6-2595-0 ',The citation request points to the software itself.,NA,
,D11,' 6-2595-0 ',The citation request points to a software publication.,NA,
,D12,' 6-2595-0 ',The citation request points to a domain science publication.,NA,
,D13,' 6-2595-0 ',The citation request points to a project.,NA,
,D14,' 6-2595-0 ',The citation request points to a non-software product other than the ones specified above.,NA,
,D15,' 6-2595-0 ',OPTIONAL please specify the type of the requested citation object:,NA,
,D16,' 6-2595-0 ',OPTIONAL please copy and paste the link to the citation request:,NA,
,D17,' 6-2595-0 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",NA,
,D18,' 6-2595-0 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",NA,
,D19,' 6-2595-0 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",NA,
Check `context`,A1,' 7-1590-1 ',The extracted mention is a mention of software.,1,
,A2,' 7-1590-1 ',"The mention is an ""instrument-like"" mention.",0,
Check `software_name`,A3,' 7-1590-1 ',The name of the mentioned software is given in context.,1,
,A4,' 7-1590-1 ',The extracted `software_name` is the name of the mentioned software.,0,addition of an opening paren
Check `version`,A5,' 7-1590-1 ',The version/release date of the mentioned software is given in context.,0,
,A6,' 7-1590-1 ',The extracted `version` is an existing version of the mentioned software.,NA,
Check `publisher`,A7,' 7-1590-1 ',The publisher/developer of the mentioned software is given in context.,0,
,A8,' 7-1590-1 ',The extracted `publisher` is the publisher/creator of the mentioned software.,NA,
Check `URL`,A9,' 7-1590-1 ',The URL of the mentioned software is given in context.,0,
,A10,' 7-1590-1 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 7-1590-1 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 7-1590-1 ',The mentioned software is used according to the context.,1,
,A13,' 7-1590-1 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 7-1590-1 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 7-1590-1 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 7-1590-1 ',The reference is a software publication.,NA,
,B4,' 7-1590-1 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 7-1590-1 ',The reference is a domain science publication.,NA,
,B6,' 7-1590-1 ',The reference is a software manual/user guide.,NA,
,B7,' 7-1590-1 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 7-1590-1 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 7-1590-1 ',The reference string contains the name of the software.,NA,
,B10,' 7-1590-1 ',The reference string contains version/release date of the software.,NA,
,B11,' 7-1590-1 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 7-1590-1 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 7-1590-1 ',The software is an identifiable entity with the extracted information.,1,
,C2,' 7-1590-1 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,
,C3,' 7-1590-1 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 7-1590-1 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",0,
,C5,' 7-1590-1 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,0,
Access to software,C6,' 7-1590-1 ',There is no access to the software.,0,
,C7,' 7-1590-1 ',There is only purchase access to the software.,1,
,C8,' 7-1590-1 ',There is free access to the software.,0,
,C9,' 7-1590-1 ',The source code of the software is accessible.,0,
,C10,' 7-1590-1 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",0,
,C11,' 7-1590-1 ',The software has an open souce license.,0,
Citation request,D1,' 7-1590-1 ',The software citation matches its citation request.,0,
,D2,' 7-1590-1 ',The software has a publically accessible citation request in plain text style.,1,https://projectredcap.org/resources/citations/
,D3,' 7-1590-1 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 7-1590-1 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
,D5,' 7-1590-1 ',The citation request is on project/software website.,1,
,D6,' 7-1590-1 ',The software has a publically accessible CITATION file.,0,
,D7,' 7-1590-1 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 7-1590-1 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 7-1590-1 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 7-1590-1 ',The citation request points to the software itself.,0,
,D11,' 7-1590-1 ',The citation request points to a software publication.,1,
,D12,' 7-1590-1 ',The citation request points to a domain science publication.,0,
,D13,' 7-1590-1 ',The citation request points to a project.,0,
,D14,' 7-1590-1 ',The citation request points to a non-software product other than the ones specified above.,0,
,D15,' 7-1590-1 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 7-1590-1 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 7-1590-1 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 7-1590-1 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 7-1590-1 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 7-1774-1 ',The extracted mention is a mention of software.,1,
,A2,' 7-1774-1 ',"The mention is an ""instrument-like"" mention.",1,
Check `software_name`,A3,' 7-1774-1 ',The name of the mentioned software is given in context.,1,
,A4,' 7-1774-1 ',The extracted `software_name` is the name of the mentioned software.,1,
Check `version`,A5,' 7-1774-1 ',The version/release date of the mentioned software is given in context.,0,
,A6,' 7-1774-1 ',The extracted `version` is an existing version of the mentioned software.,NA,
Check `publisher`,A7,' 7-1774-1 ',The publisher/developer of the mentioned software is given in context.,1,
,A8,' 7-1774-1 ',The extracted `publisher` is the publisher/creator of the mentioned software.,1,
Check `URL`,A9,' 7-1774-1 ',The URL of the mentioned software is given in context.,0,
,A10,' 7-1774-1 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 7-1774-1 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 7-1774-1 ',The mentioned software is used according to the context.,1,
,A13,' 7-1774-1 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 7-1774-1 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 7-1774-1 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 7-1774-1 ',The reference is a software publication.,NA,
,B4,' 7-1774-1 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 7-1774-1 ',The reference is a domain science publication.,NA,
,B6,' 7-1774-1 ',The reference is a software manual/user guide.,NA,
,B7,' 7-1774-1 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 7-1774-1 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 7-1774-1 ',The reference string contains the name of the software.,NA,
,B10,' 7-1774-1 ',The reference string contains version/release date of the software.,NA,
,B11,' 7-1774-1 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 7-1774-1 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 7-1774-1 ',The software is an identifiable entity with the extracted information.,1,
,C2,' 7-1774-1 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,
,C3,' 7-1774-1 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 7-1774-1 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",0,
,C5,' 7-1774-1 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,0,
Access to software,C6,' 7-1774-1 ',There is no access to the software.,1,I can't find this  one.  It is mentioned here: https://www.rsc.org/suppdata/cc/c3/c3cc39104c/c3cc39104c.pdf
,C7,' 7-1774-1 ',There is only purchase access to the software.,0,
,C8,' 7-1774-1 ',There is free access to the software.,0,
,C9,' 7-1774-1 ',The source code of the software is accessible.,0,
,C10,' 7-1774-1 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",0,
,C11,' 7-1774-1 ',The software has an open souce license.,0,
Citation request,D1,' 7-1774-1 ',The software citation matches its citation request.,0,
,D2,' 7-1774-1 ',The software has a publically accessible citation request in plain text style.,0,
,D3,' 7-1774-1 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 7-1774-1 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
